workerid,proliferate.condition,gender,gendered_morph,id,neutral_morh,orthog,response,scale,slide_number_in_experiment,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
72,Comprehensive,neutral,man_woman,Chair,clipping,board chair,4,MF,9,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,God,male_adoption,god,1,MF,10,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,11,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,1,MF,12,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,13,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,1,MF,14,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,suffix,Actor,male_adoption,actor,4,MF,15,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,16,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,suffix,Usher,male_adoption,usherette,4,MF,17,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Layperson,person_compound,layman,1,MF,18,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,1,MF,19,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,7,MF,20,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,7,MF,21,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,1,MF,22,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,7,MF,23,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,4,MF,24,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,7,MF,25,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,1,MF,26,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,1,MF,27,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,1,MF,28,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,29,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,30,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,31,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,32,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,4,MF,33,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,5,MF,34,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,1,MF,35,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,36,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,1,MF,37,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,suffix,Hero,male_adoption,heroine,4,MF,38,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,1,MF,39,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,40,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,MF,41,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
72,Comprehensive,neutral,suffix,Host,male_adoption,host,4,MF,42,[],22,Yes,,1,1,1,Male,English,Chrome,Windows,864,1536,3.2868833333333334,
67,Comprehensive,,,example1,,,6,,2,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,suffix,Villain,male_adoption,villainess,1,FM,4,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,5,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,2,FM,6,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,suffix,Actor,male_adoption,actor,5,FM,7,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,6,FM,8,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,4,FM,9,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,God,male_adoption,god,5,FM,10,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,1,FM,11,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,FM,12,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,13,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Layperson,person_compound,layman,4,FM,14,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,suffix,Hero,male_adoption,hero,4,FM,15,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,suffix,Hunter,male_adoption,hunter,4,FM,16,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,FM,17,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,FM,18,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,FM,19,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,1,FM,20,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,FM,21,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,1,FM,22,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,FM,23,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,6,FM,24,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,4,FM,25,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,1,FM,26,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Chair,clipping,chairwoman,1,FM,27,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,FM,28,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,4,FM,29,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Fisher,clipping,fisherman,5,FM,30,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,suffix,Emperor,male_adoption,empress,1,FM,31,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,FM,32,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,5,FM,33,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,FM,34,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,4,FM,35,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,1,FM,36,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,37,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,suffix,Host,male_adoption,hostess,1,FM,38,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,FM,39,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,1,FM,40,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,4,FM,41,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
67,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,5,FM,42,[],45,Yes,,3,2,1,Male,English,Chrome,Windows,864,1536,4.738016666666667,
96,Comprehensive,,,example1,,,5,,2,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,2,MF,4,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,6,MF,5,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,God,male_adoption,goddess,7,MF,6,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,5,MF,7,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,8,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,2,MF,9,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,7,MF,10,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,suffix,Emperor,male_adoption,empress,7,MF,11,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,3,MF,12,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,13,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,7,MF,14,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,MF,15,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,5,MF,16,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,4,MF,17,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,suffix,Actor,male_adoption,actor,4,MF,18,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,suffix,Hunter,male_adoption,huntress,6,MF,19,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,20,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,MF,21,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,7,MF,22,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,4,MF,23,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,24,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Anchor,clipping,anchorman,1,MF,25,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,26,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,27,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,MF,28,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,3,MF,29,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,MF,30,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,MF,31,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,2,MF,32,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,2,MF,33,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,MF,34,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,MF,35,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Chair,clipping,chairman,3,MF,36,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,MF,37,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,38,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Camera,neutral_compound,cameraman,2,MF,39,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,suffix,Hero,male_adoption,hero,2,MF,40,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,suffix,Heir,male_adoption,heir,4,MF,41,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
96,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,2,MF,42,[],39,Yes,,2,2,1,Female,English,Chrome,Windows,768,1366,4.564033333333334,
41,Comprehensive,,,example1,,,4,,2,[],37,Yes,,3,2,1,Male,English,Chrome,Windows,720,1280,3.9229666666666665,
41,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,4,[],37,Yes,,3,2,1,Male,English,Chrome,Windows,720,1280,3.9229666666666665,
41,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,1,MF,5,[],37,Yes,,3,2,1,Male,English,Chrome,Windows,720,1280,3.9229666666666665,
41,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,7,MF,6,[],37,Yes,,3,2,1,Male,English,Chrome,Windows,720,1280,3.9229666666666665,
41,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,3,MF,7,[],37,Yes,,3,2,1,Male,English,Chrome,Windows,720,1280,3.9229666666666665,
