"workerid","proliferate.condition","choice","correct","gender","lexeme","name","response","trial_id","trial_no","type","subject_information.age","subject_information.asses","subject_information.comments","subject_information.education","subject_information.enjoyment","subject_information.gender","subject_information.gender_q1","subject_information.gender_q10","subject_information.gender_q11","subject_information.gender_q12","subject_information.gender_q13","subject_information.gender_q2","subject_information.gender_q3","subject_information.gender_q4","subject_information.gender_q5","subject_information.gender_q6","subject_information.gender_q7","subject_information.gender_q8","subject_information.gender_q9","subject_information.language","subject_information.party_alignment","subject_information.price","system.Browser","system.OS","system.screenH","system.screenW","time_in_minutes","error","speaker_cond"
769,"Dems","",0,"filler","soup","filler","with","",13,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","hunter","Jacob","hunter","",14,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","party","attention","it","",15,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","writer","filler","writer","",16,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","there","filler","are","",17,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","scientist","filler","scientist","",18,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","anchor","Joshua","anchor","",19,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","singer","filler","singer","",20,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","cook","filler","chef","",21,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","fountain","filler","pool","",22,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","numbers","filler","numbers","",23,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","plants","filler","need","",24,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","villain","Samantha","villain","",25,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","stunt double","Megan","stunt double","",26,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","tree","filler","down","",27,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","there2","filler","is","",28,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","typing","attention","the","",29,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","cat","filler","cat","",30,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","host","Elizabeth","host","",31,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","submarine","filler","under","",32,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","congressperson","Emily","congressperson","",33,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","cactus","filler","cacti","",34,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","bird","filler","peacocks","",35,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","videogames","attention","videogames","",36,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","dancer","filler","choreographer","",37,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","olympics","attention","United States","",38,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","running","filler","running","",39,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","Spain","filler","from","",40,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","watching","filler","movie","",41,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","pets","filler","pets","",42,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","police officer","Hannah","police officer","",43,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","teacher","filler","teacher","",44,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","programmer","filler","software engineer","",45,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","modal","attention","would","",46,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","hero","Sarah","hero","",47,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","proud","filler","proud","",48,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","customer","filler","customer","",49,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","lake","filler","lives","",50,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","sipping","filler","on","",51,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","dalmatian","filler","dog","",52,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","flight attendant","Andrew","flight attendant","",53,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","glass","filler","glass","",54,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","doctor","filler","doctor","",55,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","crewmember","Austin","crewmember","",56,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","determiner","attention","this","",57,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","director","filler","director","",58,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","bookkeeper","filler","bookkeeper","",59,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","meteorologist","Lauren","meteorologist","",60,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","craftsperson","Alyssa","craftsman","",61,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","go","filler","go","",62,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","Belgrade","filler","over","",63,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","napkin","filler","cloth","",64,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","eating","attention","eat","",65,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",1,"attention","store","attention","walking","",66,"test_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","Kiwi","filler","has","",67,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","businessperson","Christopher","businessperson","",68,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","ice","filler","water","",69,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","lawyer","filler","lawyer","",70,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","over","filler","over","",71,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","school","filler","is","",72,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","actor","Joseph","actor","",73,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","horse","filler","horse","",74,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","China","filler","to","",75,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"female","heir","Madison","heiress","",76,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","Uganda","filler","on","",77,"filler_grammatical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"filler","page","filler","page","",78,"filler_semantic",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
769,"Dems","",0,"male","camera operator","John","cameraman","",79,"critical",29,"Yes","",3,1,"Female",100,0,57,0,0,100,100,82,100,49,11,7,0,"English",4,1,"Chrome","Mac",1260,2240,8.72518333333333,NA,"dems"
759,"Dems","True",NA,"","","","","example",NA,"",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","sipping","filler","on","",0,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","Belgrade","filler","in","",1,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"female","meteorologist","Jessica","meteorologist","",2,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"male","villain","Andrew","villain","",3,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"male","firefighter","Christopher","firefighter","",4,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","page","filler","page","",5,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","there2","filler","is","",6,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"female","crewmember","Megan","crewmember","",7,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","customer","filler","customer","",8,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","definite","filler","a","",9,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","bookkeeper","filler","librarian","",10,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","go","filler","go","",11,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","programmer","filler","software engineer","",12,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","singer","filler","performer","",13,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","fountain","filler","pool","",14,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"male","hunter","Jacob","hunter","",15,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","proud","filler","proud","",16,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","computer","filler","computer","",17,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"female","flight attendant","Madison","flight attendant","",18,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","shipping","filler","shipping","",19,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","fish","filler","goldfish","",20,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","ice","filler","water","",21,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"female","camera operator","Kalya","camera operator","",22,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","teacher","filler","professor","",23,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",1,"attention","videogames","attention","videogames","",24,"test_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","director","filler","supervisor","",25,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","horse","filler","horse","",26,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"male","anchor","Joshua","anchor","",27,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","tree","filler","down","",28,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","school","filler","is","",29,"filler_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"female","craftsperson","Emily","craftsperson","",30,"critical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",1,"attention","olympics","attention","United States","",31,"test_grammatical",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
759,"Dems","",0,"filler","bird","filler","penguins","",32,"filler_semantic",21,"Yes","",2,2,"Male",87,0,0,0,0,100,100,100,90,21,18,0,0,"English, German",5,1,"Chrome","Mac",900,1440,5.27426666666667,NA,"dems"
