workerid,proliferate.condition,condition,form,lexeme,name,region,response_correct,rt,trial_id,trial_no,word_idx,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
125,all,neutral_male,from,flight attendant,Joshua,none,1,483,flight attendant_neutral_male,3,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Oklahoma.,flight attendant,Joshua,none,1,221,flight attendant_neutral_male,3,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,He,flight attendant,Joshua,none,1,228,flight attendant_neutral_male,3,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,likes,flight attendant,Joshua,none,1,228,flight attendant_neutral_male,3,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,writing.,flight attendant,Joshua,none,1,468,flight attendant_neutral_male,3,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Andrew,layperson,Andrew,none,1,194,layperson_neutral_male,4,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,is,layperson,Andrew,none,1,142,layperson_neutral_male,4,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,a,layperson,Andrew,none,1,291,layperson_neutral_male,4,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,layperson,layperson,Andrew,critical,1,205,layperson_neutral_male,4,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,from,layperson,Andrew,none,1,203,layperson_neutral_male,4,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,New York.,layperson,Andrew,none,1,444,layperson_neutral_male,4,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,He,layperson,Andrew,none,1,243,layperson_neutral_male,4,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,likes,layperson,Andrew,none,1,245,layperson_neutral_male,4,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,surfing.,layperson,Andrew,none,1,244,layperson_neutral_male,4,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Joseph,actor,Joseph,none,1,156,actor_neutral_male,5,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,is,actor,Joseph,none,1,284,actor_neutral_male,5,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,an,actor,Joseph,none,1,229,actor_neutral_male,5,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,actor,actor,Joseph,critical,1,219,actor_neutral_male,5,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,from,actor,Joseph,none,1,149,actor_neutral_male,5,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Illinois.,actor,Joseph,none,1,699,actor_neutral_male,5,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,He,actor,Joseph,none,1,261,actor_neutral_male,5,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,likes,actor,Joseph,none,1,195,actor_neutral_male,5,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,cooking.,actor,Joseph,none,1,219,actor_neutral_male,5,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Matthew,villain,Matthew,none,1,227,villain_neutral_male,6,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,is,villain,Matthew,none,1,181,villain_neutral_male,6,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,a,villain,Matthew,none,1,244,villain_neutral_male,6,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,villain,villain,Matthew,critical,1,228,villain_neutral_male,6,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,from,villain,Matthew,none,1,220,villain_neutral_male,6,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,Wyoming.,villain,Matthew,none,1,156,villain_neutral_male,6,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,He,villain,Matthew,none,1,317,villain_neutral_male,6,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,likes,villain,Matthew,none,1,244,villain_neutral_male,6,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,singing.,villain,Matthew,none,1,467,villain_neutral_male,6,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Jacob,hunter,Jacob,none,1,242,hunter_congruent_male,7,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,is,hunter,Jacob,none,1,405,hunter_congruent_male,7,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,a,hunter,Jacob,none,1,219,hunter_congruent_male,7,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,hunter,hunter,Jacob,critical,1,213,hunter_congruent_male,7,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,from,hunter,Jacob,none,1,228,hunter_congruent_male,7,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Washington.,hunter,Jacob,none,1,220,hunter_congruent_male,7,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,He,hunter,Jacob,none,1,213,hunter_congruent_male,7,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,likes,hunter,Jacob,none,1,219,hunter_congruent_male,7,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,studying.,hunter,Jacob,none,1,218,hunter_congruent_male,7,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,John,foreperson,John,none,1,203,foreperson_neutral_male,8,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,is,foreperson,John,none,1,164,foreperson_neutral_male,8,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,a,foreperson,John,none,1,284,foreperson_neutral_male,8,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,foreperson,foreperson,John,critical,1,221,foreperson_neutral_male,8,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,from,foreperson,John,none,1,250,foreperson_neutral_male,8,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,California.,foreperson,John,none,1,293,foreperson_neutral_male,8,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,He,foreperson,John,none,1,516,foreperson_neutral_male,8,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,likes,foreperson,John,none,1,221,foreperson_neutral_male,8,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_male,running.,foreperson,John,none,1,409,foreperson_neutral_male,8,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Rachel,stunt double,Rachel,none,1,219,stunt double_neutral_female,9,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,stunt double,Rachel,none,1,509,stunt double_neutral_female,9,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,stunt double,Rachel,none,1,348,stunt double_neutral_female,9,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,stunt double,stunt double,Rachel,critical,1,356,stunt double_neutral_female,9,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,stunt double,Rachel,none,1,435,stunt double_neutral_female,9,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,West Virginia.,stunt double,Rachel,none,1,309,stunt double_neutral_female,9,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,stunt double,Rachel,none,1,332,stunt double_neutral_female,9,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,stunt double,Rachel,none,1,301,stunt double_neutral_female,9,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,surfing.,stunt double,Rachel,none,1,499,stunt double_neutral_female,9,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Nicholas,meteorologist,Nicholas,none,1,243,meteorologist_congruent_male,10,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,is,meteorologist,Nicholas,none,1,197,meteorologist_congruent_male,10,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,a,meteorologist,Nicholas,none,1,284,meteorologist_congruent_male,10,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,weatherman,meteorologist,Nicholas,critical,1,244,meteorologist_congruent_male,10,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,from,meteorologist,Nicholas,none,1,196,meteorologist_congruent_male,10,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Ohio.,meteorologist,Nicholas,none,1,268,meteorologist_congruent_male,10,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,He,meteorologist,Nicholas,none,1,268,meteorologist_congruent_male,10,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,likes,meteorologist,Nicholas,none,1,228,meteorologist_congruent_male,10,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,cooking.,meteorologist,Nicholas,none,1,451,meteorologist_congruent_male,10,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Emily,craftsperson,Emily,none,1,228,craftsperson_neutral_female,11,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,craftsperson,Emily,none,1,156,craftsperson_neutral_female,11,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,craftsperson,Emily,none,1,244,craftsperson_neutral_female,11,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,craftsperson,craftsperson,Emily,critical,1,236,craftsperson_neutral_female,11,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,craftsperson,Emily,none,1,323,craftsperson_neutral_female,11,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Massachusetts.,craftsperson,Emily,none,1,261,craftsperson_neutral_female,11,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,craftsperson,Emily,none,1,425,craftsperson_neutral_female,11,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,craftsperson,Emily,none,1,391,craftsperson_neutral_female,11,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,dancing.,craftsperson,Emily,none,1,444,craftsperson_neutral_female,11,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Samantha,hero,Samantha,none,1,196,hero_neutral_female,12,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,hero,Samantha,none,1,244,hero_neutral_female,12,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,hero,Samantha,none,1,443,hero_neutral_female,12,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,hero,hero,Samantha,critical,1,445,hero_neutral_female,12,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,hero,Samantha,none,1,147,hero_neutral_female,12,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,New Mexico.,hero,Samantha,none,1,357,hero_neutral_female,12,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,hero,Samantha,none,1,548,hero_neutral_female,12,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,hero,Samantha,none,1,492,hero_neutral_female,12,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,walking.,hero,Samantha,none,1,412,hero_neutral_female,12,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Alyssa,businessperson,Alyssa,none,1,396,businessperson_neutral_female,13,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,businessperson,Alyssa,none,1,420,businessperson_neutral_female,13,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,businessperson,Alyssa,none,1,211,businessperson_neutral_female,13,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
