workerid,proliferate.condition,condition,form,lbr_after,lbr_before,lexeme,name,region,response_correct,rt,trial_id,trial_no,word_idx,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
119,all,neutral_male,firefighter,0,0,firefighter,Andrew,critical,1,378,_neutral_male,1,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,from,0,0,firefighter,Andrew,none,1,332,_neutral_male,1,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,North Carolina.,0,0,firefighter,Andrew,none,1,514,_neutral_male,1,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,He,0,0,firefighter,Andrew,none,1,406,_neutral_male,1,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,likes,0,0,firefighter,Andrew,none,1,327,_neutral_male,1,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,cooking.,0,0,firefighter,Andrew,none,1,498,_neutral_male,1,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Rachel,0,0,salesperson,Rachel,none,1,341,salesperson_congruent_female,2,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,salesperson,Rachel,none,1,311,salesperson_congruent_female,2,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,a,0,0,salesperson,Rachel,none,1,321,salesperson_congruent_female,2,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,saleswoman,0,0,salesperson,Rachel,critical,1,390,salesperson_congruent_female,2,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,salesperson,Rachel,none,1,358,salesperson_congruent_female,2,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Delaware.,0,0,salesperson,Rachel,none,1,511,salesperson_congruent_female,2,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,salesperson,Rachel,none,1,353,salesperson_congruent_female,2,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,salesperson,Rachel,none,1,410,salesperson_congruent_female,2,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,cooking.,0,0,salesperson,Rachel,none,1,692,salesperson_congruent_female,2,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Nicholas,0,0,actor,Nicholas,none,1,531,actor_congruent_male,3,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,is,0,0,actor,Nicholas,none,1,377,actor_congruent_male,3,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,an,0,0,actor,Nicholas,none,1,376,actor_congruent_male,3,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,actor,0,0,actor,Nicholas,critical,1,547,actor_congruent_male,3,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,from,0,0,actor,Nicholas,none,1,339,actor_congruent_male,3,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,New Hampshire.,0,0,actor,Nicholas,none,1,502,actor_congruent_male,3,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,He,0,0,actor,Nicholas,none,1,337,actor_congruent_male,3,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,likes,0,0,actor,Nicholas,none,1,352,actor_congruent_male,3,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,reading.,0,0,actor,Nicholas,none,1,602,actor_congruent_male,3,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Jacob,0,0,police officer,Jacob,none,1,560,police officer_congruent_male,4,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,is,0,0,police officer,Jacob,none,1,451,police officer_congruent_male,4,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,a,0,0,police officer,Jacob,none,1,334,police officer_congruent_male,4,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,policeman,0,0,police officer,Jacob,critical,1,579,police officer_congruent_male,4,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,from,0,0,police officer,Jacob,none,1,331,police officer_congruent_male,4,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Nebraska.,0,0,police officer,Jacob,none,1,1417,police officer_congruent_male,4,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,He,0,0,police officer,Jacob,none,1,399,police officer_congruent_male,4,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,likes,0,0,police officer,Jacob,none,1,351,police officer_congruent_male,4,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,dancing.,0,0,police officer,Jacob,none,1,383,police officer_congruent_male,4,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Lauren,0,0,camera operator,Lauren,none,1,553,camera operator_congruent_female,5,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,camera operator,Lauren,none,1,396,camera operator_congruent_female,5,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,a,0,0,camera operator,Lauren,none,1,354,camera operator_congruent_female,5,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,camerawoman,0,0,camera operator,Lauren,critical,1,591,camera operator_congruent_female,5,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,camera operator,Lauren,none,1,433,camera operator_congruent_female,5,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,North Dakota.,0,0,camera operator,Lauren,none,1,808,camera operator_congruent_female,5,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,camera operator,Lauren,none,1,406,camera operator_congruent_female,5,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,camera operator,Lauren,none,1,394,camera operator_congruent_female,5,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,walking.,0,0,camera operator,Lauren,none,1,569,camera operator_congruent_female,5,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Madison,0,0,heir,Madison,none,1,567,heir_congruent_female,6,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,heir,Madison,none,1,374,heir_congruent_female,6,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,an,0,0,heir,Madison,none,1,347,heir_congruent_female,6,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,heiress,0,0,heir,Madison,critical,1,627,heir_congruent_female,6,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,heir,Madison,none,1,376,heir_congruent_female,6,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Wisconsin.,0,0,heir,Madison,none,1,662,heir_congruent_female,6,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,heir,Madison,none,1,316,heir_congruent_female,6,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,heir,Madison,none,1,368,heir_congruent_female,6,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,running.,0,0,heir,Madison,none,1,454,heir_congruent_female,6,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,William,0,0,meteorologist,William,none,1,404,_neutral_male,7,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,is,0,0,meteorologist,William,none,1,341,_neutral_male,7,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,a,0,0,meteorologist,William,none,1,464,_neutral_male,7,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,meteorologist,0,0,meteorologist,William,critical,1,945,_neutral_male,7,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,from,0,0,meteorologist,William,none,1,283,_neutral_male,7,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Kansas.,0,0,meteorologist,William,none,1,728,_neutral_male,7,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,He,0,0,meteorologist,William,none,1,329,_neutral_male,7,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,likes,0,0,meteorologist,William,none,1,303,_neutral_male,7,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,cycling.,0,0,meteorologist,William,none,1,739,_neutral_male,7,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Hannah,0,0,businessperson,Hannah,none,1,336,businessperson_neutral_female,8,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,is,0,0,businessperson,Hannah,none,1,345,businessperson_neutral_female,8,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,a,0,0,businessperson,Hannah,none,1,368,businessperson_neutral_female,8,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,businessperson,0,0,businessperson,Hannah,critical,1,594,businessperson_neutral_female,8,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,from,0,0,businessperson,Hannah,none,1,283,businessperson_neutral_female,8,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,South Dakota.,0,0,businessperson,Hannah,none,1,795,businessperson_neutral_female,8,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,She,0,0,businessperson,Hannah,none,1,330,businessperson_neutral_female,8,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,likes,0,0,businessperson,Hannah,none,1,335,businessperson_neutral_female,8,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,reading.,0,0,businessperson,Hannah,none,1,447,businessperson_neutral_female,8,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Kalya,0,0,congressperson,Kalya,none,1,291,congressperson_neutral_female,9,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,is,0,0,congressperson,Kalya,none,1,314,congressperson_neutral_female,9,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,a,0,0,congressperson,Kalya,none,1,460,congressperson_neutral_female,9,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,congressperson,0,0,congressperson,Kalya,critical,1,1398,congressperson_neutral_female,9,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,from,0,0,congressperson,Kalya,none,1,321,congressperson_neutral_female,9,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Indiana.,0,0,congressperson,Kalya,none,1,937,congressperson_neutral_female,9,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,She,0,0,congressperson,Kalya,none,1,370,congressperson_neutral_female,9,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,likes,0,0,congressperson,Kalya,none,1,321,congressperson_neutral_female,9,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,reading.,0,0,congressperson,Kalya,none,1,549,congressperson_neutral_female,9,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Jessica,0,0,host,Jessica,none,1,322,host_neutral_female,10,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,is,0,0,host,Jessica,none,1,319,host_neutral_female,10,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,a,0,0,host,Jessica,none,1,316,host_neutral_female,10,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,host,0,0,host,Jessica,critical,1,432,host_neutral_female,10,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,from,0,0,host,Jessica,none,1,392,host_neutral_female,10,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Wyoming.,0,0,host,Jessica,none,1,494,host_neutral_female,10,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,She,0,0,host,Jessica,none,1,289,host_neutral_female,10,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,likes,0,0,host,Jessica,none,1,330,host_neutral_female,10,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,reading.,0,0,host,Jessica,none,1,430,host_neutral_female,10,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Christopher,0,0,villain,Christopher,none,1,425,villain_congruent_male,11,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,is,0,0,villain,Christopher,none,1,326,villain_congruent_male,11,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,a,0,0,villain,Christopher,none,1,331,villain_congruent_male,11,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,villain,0,0,villain,Christopher,critical,1,544,villain_congruent_male,11,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,from,0,0,villain,Christopher,none,1,355,villain_congruent_male,11,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Utah.,0,0,villain,Christopher,none,1,518,villain_congruent_male,11,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,He,0,0,villain,Christopher,none,1,370,villain_congruent_male,11,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,likes,0,0,villain,Christopher,none,1,332,villain_congruent_male,11,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,writing.,0,0,villain,Christopher,none,1,454,villain_congruent_male,11,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,John,0,0,stunt double,John,none,1,369,stunt double_congruent_male,12,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,is,0,0,stunt double,John,none,1,361,stunt double_congruent_male,12,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,a,0,0,stunt double,John,none,1,346,stunt double_congruent_male,12,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,stuntman,0,0,stunt double,John,critical,1,400,stunt double_congruent_male,12,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,from,0,0,stunt double,John,none,1,358,stunt double_congruent_male,12,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,Illinois.,0,0,stunt double,John,none,1,477,stunt double_congruent_male,12,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,He,0,0,stunt double,John,none,1,334,stunt double_congruent_male,12,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,likes,0,0,stunt double,John,none,1,539,stunt double_congruent_male,12,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,writing.,0,0,stunt double,John,none,1,498,stunt double_congruent_male,12,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
